大区,服务器,serverid,最低价(元),等级,简介,卖家,商品链接,eid
广西1区,云天宫,86,331.00,0,成长:1.223 6技能,******,https://xyq.cbg.163.com/equip?s=86&eid=202606191700113-86-AE3MVYLOKDIEF,202606191700113-86-AE3MVYLOKDIEF
湖北1区,武当山,94,333.00,23,成长:1.225 4技能,壹叶知秋；,https://xyq.cbg.163.com/equip?s=94&eid=202605290000113-94-RJU1IJZA01BAM,202605290000113-94-RJU1IJZA01BAM
云南区,蝴蝶泉,130,333.00,25,成长:1.269 4技能,绝世メ英雄,https://xyq.cbg.163.com/equip?s=130&eid=202605100200113-130-WZMXXMKDFVWL,202605100200113-130-WZMXXMKDFVWL
河南2区,少室山,193,333.00,22,成长:1.231 5技能,等雾语·,https://xyq.cbg.163.com/equip?s=193&eid=202605082000113-193-CB5P7NR52O6W,202605082000113-193-CB5P7NR52O6W
河南1区,少林寺,413,333.00,25,成长:1.242 4技能,手牵手心相印,https://xyq.cbg.163.com/equip?s=413&eid=202606151800113-413-1ZULMO83T7LR,202606151800113-413-1ZULMO83T7LR
北京1区,香山红叶,920,333.00,180,成长:1.256 7技能 已认证,河朔こ红颜醉,https://xyq.cbg.163.com/equip?s=920&eid=202606112000113-920-PW4RFVY1VIFP,202606112000113-920-PW4RFVY1VIFP
北京2区,一生一世,935,333.00,22,成长:1.262 5技能,爱吃炸鸡ō,https://xyq.cbg.163.com/equip?s=935&eid=202606071600113-935-HJKBIDCIJYVI,202606071600113-935-HJKBIDCIJYVI
江苏1区,秦淮风光,957,333.00,23,成长:1.161 5技能,骑猪撞路虎,https://xyq.cbg.163.com/equip?s=957&eid=202604260000113-957-BSXLVYZIPJX3,202604260000113-957-BSXLVYZIPJX3
上海1区,新天地,975,333.00,26,成长:1.246 4技能,幸运虎虎·,https://xyq.cbg.163.com/equip?s=975&eid=202605120000113-975-DSF2JBUBMAA9,202605120000113-975-DSF2JBUBMAA9
天下无双,超凡入圣,795,335.00,26,成长:1.282 4技能,莲花浅浅よ．,https://xyq.cbg.163.com/equip?s=795&eid=202604221400113-795-D9IEPLY6YN2W,202604221400113-795-D9IEPLY6YN2W
星辰大海,风雨同舟,1018,335.00,30,成长:1.275 2技能,*****,https://xyq.cbg.163.com/equip?s=1018&eid=202606181700113-1018-PMDYMUVY4P4,202606181700113-1018-PMDYMUVY4P4
江苏1区,十里桃花,981,336.00,30,成长:1.188 3技能,炼妖出主宠！,https://xyq.cbg.163.com/equip?s=981&eid=202606090900113-981-X1FVY1VTVXDJ,202606090900113-981-X1FVY1VTVXDJ
湖北2区,黄鹤楼,223,340.00,22,成长:1.191 5技能,******,https://xyq.cbg.163.com/equip?s=223&eid=202606181500113-223-5J2Y425AGOVX,202606181500113-223-5J2Y425AGOVX
天下无双,金戈铁马,730,340.00,24,成长:1.233 5技能,******,https://xyq.cbg.163.com/equip?s=730&eid=202606181200113-730-UFTIXRPWIMEL,202606181200113-730-UFTIXRPWIMEL
浙江1区,团团圆圆,953,342.00,24,成长:1.255 4技能,°Ryメ云中君,https://xyq.cbg.163.com/equip?s=953&eid=202604252300113-953-Y3IL1HM8Y0YO,202604252300113-953-Y3IL1HM8Y0YO
辽宁1区,星海湾,367,344.00,26,成长:1.242 5技能,恒尚布艺,https://xyq.cbg.163.com/equip?s=367&eid=202601190800113-367-ZGQZQBPXD1LJ,202601190800113-367-ZGQZQBPXD1LJ
陕西区,西岳华山,203,350.00,25,成长:1.286 2技能,国服日猫°,https://xyq.cbg.163.com/equip?s=203&eid=202606072300113-203-NOOEAFBKEOVZ,202606072300113-203-NOOEAFBKEOVZ
天下无双,逍遥三界,785,350.00,30,成长:1.226 2技能,°花瑾い俊韶,https://xyq.cbg.163.com/equip?s=785&eid=202606140700113-785-TKKBQZZEMDT3,202606140700113-785-TKKBQZZEMDT3
笑傲三界,华山论剑,811,350.00,24,成长:1.218 5技能,黑娃丶何尽兴,https://xyq.cbg.163.com/equip?s=811&eid=202604242100113-811-8BPQ7NHJJWXW,202604242100113-811-8BPQ7NHJJWXW
北京2区,顺天府,821,350.00,25,成长:1.238 3技能,*****,https://xyq.cbg.163.com/equip?s=821&eid=202606200000113-821-3LLVFSXSVOL1,202606200000113-821-3LLVFSXSVOL1
浙江1区,西塘古镇,932,350.00,24,成长:1.269 3技能,李哥赞助2号,https://xyq.cbg.163.com/equip?s=932&eid=202605191900113-932-N4W1S2N50EYO,202605191900113-932-N4W1S2N50EYO
名扬三界,卧虎藏龙,939,350.00,24,成长:1.2 4技能,可可为你ん,https://xyq.cbg.163.com/equip?s=939&eid=202603311200113-939-SEMZ4IUFLBB3,202603311200113-939-SEMZ4IUFLBB3
名扬三界,万里华夏,971,350.00,21,成长:1.184 4技能,ぃ谦谦君子ッ,https://xyq.cbg.163.com/equip?s=971&eid=202606141900113-971-WDDW8RHEZXYI,202606141900113-971-WDDW8RHEZXYI
无与伦比,龙的传人,982,350.00,25,成长:1.256 4技能,*****,https://xyq.cbg.163.com/equip?s=982&eid=202606191500113-982-BUU8ANEQ7S0Y,202606191500113-982-BUU8ANEQ7S0Y
北京1区,黄金台,838,355.00,30,成长:1.171 2技能,如果还不能＆,https://xyq.cbg.163.com/equip?s=838&eid=202606172000113-838-OLT7DHAD157W,202606172000113-838-OLT7DHAD157W
山河社稷,东海湾,902,355.00,36,成长:1.185 2技能,老妖00Q,https://xyq.cbg.163.com/equip?s=902&eid=202606031300113-902-45KQ7XKNVGLH,202606031300113-902-45KQ7XKNVGLH
河北2区,观沧海,931,355.00,61,成长:1.275 4技能 已认证,JūSt”画晚,https://xyq.cbg.163.com/equip?s=931&eid=202605210800113-931-3KU031GI6RC1,202605210800113-931-3KU031GI6RC1
星辰大海,友情岁月,1000,355.00,0,成长:1.215 5技能,名字10627175,https://xyq.cbg.163.com/equip?s=1000&eid=202603141500113-1000-IM4NLR4PFDR,202603141500113-1000-IM4NLR4PFDR
良辰美景,福星高照,980,380.00,21,成长:1.188 3技能,******,https://xyq.cbg.163.com/equip?s=980&eid=202606200900113-980-E2ZV6SPA4WJW,202606200900113-980-E2ZV6SPA4WJW
广东4区,流花湖,358,388.00,26,成长:1.165 3技能,*****,https://xyq.cbg.163.com/equip?s=358&eid=202606220000113-358-BBGI1YSXH9JS,202606220000113-358-BBGI1YSXH9JS
北京3区,水木清华,962,388.00,21,成长:1.263 3技能,刀哥要渡劫,https://xyq.cbg.163.com/equip?s=962&eid=202605190300113-962-BJPNJEHDIHVY,202605190300113-962-BJPNJEHDIHVY
浙江2区,蛇来运转,1002,388.00,24,成长:1.244 3技能,*****,https://xyq.cbg.163.com/equip?s=1002&eid=202606201800113-1002-K9JN5KXOQH5,202606201800113-1002-K9JN5KXOQH5
上海1区,久别重逢,1012,388.00,0,成长:1.25 4技能,来暴个富吧·,https://xyq.cbg.163.com/equip?s=1012&eid=202606130800113-1012-YVP0RPQJDYM,202606130800113-1012-YVP0RPQJDYM
天下无双,青梅竹马,1020,388.00,0,成长:1.237,******,https://xyq.cbg.163.com/equip?s=1020&eid=202606211000113-1020-6SDZA0Z5WLS,202606211000113-1020-6SDZA0Z5WLS
